,Unnamed: 0,name,bday,name_spouse,num_of_child,edu,role,birthplace,bday_sp,birthplace_sp,role_sp,name_sp_sp,num_of_child_sp,age_diff,age,age_sp
565,565,Alice Faye,1915-05-05,Tony Martin ( m.  1937;  div.  1941) Phil Harris ( m.  1941; died 1995),2,,"
 Actress 
 singer 
","Hell's Kitchen, Manhattan , U.S.",,,,,,,103.92547417126977,
566,566,Barbara Feldon,1933-03-12,Lucien Verdoux-Feldon ( m.  1958;  div.  1967),,Carnegie Mellon University (BFA),"Actress, model, television host, writer","Bethel Park, Pennsylvania , U.S.",,,,,,,86.07158257869771,
567,567,Sherilyn Fenn,1965-02-01,Toulouse Holliday (1994–1997),2,,Actress,"Detroit ,  Michigan , U.S.",,,,,,,54.17770385428859,
568,568,Vanessa Ferlito,,,1,,Actress,"Brooklyn ,  New York , U.S.",,,,,,,,
569,569,Conchata Ferrell,1943-03-28,Arnie Anderson [1] [2],Samantha; 2 stepdaughters,"B.A., Education",Actress,"Loudendale , [1]   West Virginia , US",,,,,,,76.02893967706387,
570,570,America Ferrera,1984-04-18,Ryan Piers Williams  ( m.  2011),1,,"Actress, voice actress, producer","Los Angeles ,  California , U.S.",1981-05-13,"El Paso, Texas , USA","Actor, producer, director, writer",America Ferrera  ( m.  2011),1,2.932298404484692,34.96854829325722,37.90084669774191
571,571,Peggy Feury,1924-06-30,Louis S. Peterson   (m. 1952—1961; divorced) William Traylor   (m.1961—1985; her death),"Stephanie Feury,  Susan Traylor",,"Actress, teacher","Jersey City, New Jersey , U.S.",,,,,,,94.7699131399002,
572,572,Tina Fey,1970-05-18,Jeff Richmond  ( m.   2001 ),2,,Actress comedian writer producer playwright,"Upper Darby Township, Delaware County ,  Pennsylvania , U.S.",1961-01-07,"Garrettsville, Ohio , U.S.","
 Composer 
 actor 
 producer 
 director 
",Tina Fey  ( m.  2001),2,9.358166149886719,48.88806751678679,58.24623366667351
573,573,Sally Field,1946-11-06,Steve Craig ( m.  1968;  div.  1975) Alan Greisman ( m.  1984;  div.  1993),3; including  Peter  and  Eli Craig,,"
 Actress 
 director 
","Pasadena, California , U.S.",,,,,,,72.41764033484603,
574,574,Ashley Fink,1986-11-20,,,,Actress,"Houston ,  Texas , U.S.",,,,,,,32.378488264646094,
575,575,Linda Fiorentino,1958-03-09,John Byrum  ( div.  1993),,Rosemont College,"Actress, photographer","Philadelphia ,  Pennsylvania , U.S.",,,,,,,61.07996741890662,
576,576,Danielle Fishel,1981-05-05,Tim Belusko ( m.  2013;  div.  2016) Jensen Karp  ( m.  2018) [1],,,"Actress, television personality","Mesa, Arizona , U.S.",,,,,,,37.92274995379782,
577,577,Jenna Fischer,1974-03-07,James Gunn ( m.  2000;  div.  2008)     Lee Kirk ( m.  2010),2,,Actress,"Fort Wayne, Indiana , U.S.",1966-08-05,"St. Louis, Missouri , U.S.","Screenwriter, director, producer, novelist, actor, musician",Jenna Fischer ( m.  2000;  div.  2008),,7.586740316365154,45.085114684079755,52.67185500044491
578,578,Takayo Fischer,1932-11-25,Sy Fischer,,,,"Hardwick, California ,  U.S.",,,,,,,86.36453862844549,
579,579,Carrie Fisher,1956-10-21,Paul Simon ( m.  1983;  div.  1984),Billie Lourd,,"
 Actress 
 writer 
 comedian 
 activist 
","Burbank, California , U.S.",,,,,,,62.45987255042883,
580,580,Frances Fisher,1952-05-11,Billy Mack Hamilton ( m.  1970;  div.  1972),Francesca Eastwood,,Actress,"Milford on Sea ,  Hampshire , England",,,,,,,66.90623352977816,
581,581,Joely Fisher,1967-10-29,Christopher Duddy ( m.  1996),3,Beverly Hills High School,"Actress, singer, dancer, songwriter, producer","Burbank, California , U.S.",,,,,,,51.43979684730008,
582,582,Schuyler Fisk,1982-07-08,Chapman Bullock ( m.  2012),,,"Actress, singer-songwriter","Los Angeles ,  California , U.S.",,,,,,,36.74818784779975,
583,583,Fannie Flagg,1944-09-21,,,,"
 Actress 
 Comedian 
 Author 
","Birmingham, Alabama , U.S.",,,,,,,74.5422561722691,
584,584,Jennifer Flavin,1968-08-14,Sylvester Stallone  ( m.  1997),3,,"Entrepreneur ,  business owner","Los Angeles ,  California , U.S.",1946-07-06,"Manhattan, New York , U.S.","Actor, director, screenwriter, producer",Sasha Czack ( m.  1974;  div.  1985) Brigitte Nielsen ( m.  1985;  div.  1987) Jennifer Flavin  ( m.  1997),"5, including Sage",22.1085990814322,50.64580381527342,72.75440289670561
585,585,Jaqueline Fleming,1977-09-10,,,,,"Copenhagen, Denmark",,,,,,,41.5723799941135,
586,586,Rhonda Fleming,1923-08-10,"
 Tom Lane ( m.  1940–1942) 
 Dr. Lewis Morrill ( m.  1952–1954) 
 Lang Jeffries  ( m.  1960–1962) 
 Hall Bartlett  ( m.  1966–1972) 
 Ted Mann ( m.  1977; died 2001) 
 Darol Carlson ( m.  2003; died 2017) 
",Kent Lane (actor),,,"Los Angeles ,  California , U.S.",,,,,,,95.65973291717147,
587,587,Louise Fletcher,1934-07-22,Jerry Bick ( m.  1960;  div.  1977),2,,Actress,"Birmingham, Alabama , U.S.",,,,,,,84.71084279622443,
588,588,Calista Flockhart,1964-11-11,Harrison Ford  ( m.  2010),1,,Actress,"Freeport, Illinois , U.S.",1942-07-13,"Chicago ,  Illinois , U.S.",Actor,Mary Marquardt ( m.  1964;  div.  1979) Melissa Mathison ( m.  1983;  div.  2004) Calista Flockhart  ( m.  2010),5,22.33310745600526,54.40221222886165,76.73531968486691
589,589,Ann Flood,1934-11-12,,,,Actress,,,,,,,,84.40145930443472,
590,590,Nina Foch,1924-04-20,James Lipton  (1954–59; divorced) Dennis de Brito (1959–64; divorced) Michael Dewell (1967–93; divorced),1,,"Actress, drama teacher","Leiden , Netherlands",,,,,,,94.96430453739639,
591,591,Megan Follows,1968-03-14,Christopher Porter ( m.  1991–1996),2,,Actress,"Toronto , Ontario, Canada",,,,,,,51.064703587342656,
592,592,Bridget Fonda,1964-01-27,Danny Elfman  ( m.  2003),1,,"Actress, singer","Los Angeles ,  California , U.S.",1953-05-29,"Los Angeles ,  California , U.S.","Composer, singer, songwriter, record producer",Bridget Fonda  ( m.  2003),1,10.664147792220238,55.193467353881324,65.85761514610157
593,593,Jane Fonda,1937-12-21,Roger Vadim ( m.   1965 ;  div.   1973 ) Tom Hayden ( m.   1973 ;  div.   1990 ) Ted Turner ( m.   1991 ;  div.   2001 ),3; including  Troy Garity  and  Mary Williams  (unofficial adoption),,"
 Actress 
 writer 
 activist 
","New York City , U.S.",1928-01-26,"Paris, France","Film director, screenwriter, producer",Brigitte Bardot ( m.  1952;  div.  1957) Annette Stroyberg ( m.  1958;  div.  1961) Jane Fonda ( m.  1965;  div.  1973) [1] Catherine Schneider ( m.  1975;  div.  1977)   Marie-Christine Barrault  ( m.  1990),"4, including Christian Vadim",9.903009644277432,81.29393485150277,91.1969444957802
594,594,Lyndsy Fonseca,1987-01-07,Matthew Smiley ( m.  2009;  div.  2013) Noah Bean  ( m.  2016),1,,Actress,"Oakland, California , U.S.",,,,,,,32.247068728310644,
595,595,Joan Fontaine,1917-10-22,"December 15, 2013 (2013-12-15)  (aged 96) Carmel Highlands, California , U.S.",2,Tokyo School for Foreign ChildrenLos Gatos High School,Actress,"Tokyo, Japan",1902-05-02,"Kings Norton ,  Worcestershire , England",,Joan Fontaine ( m.  1939;  div.  1945) Eleanor de Liagre Labrot ( m.  1946; his death 1986),,15.474650403499044,101.45861995797313,116.93327036147217
596,596,Courtney Ford,1978-06-27,Actress,1,,Actress,"Huntington Beach, California , U.S.",1979-10-09,"Norwalk, Iowa , U.S.",Actor,Courtney Ford  ( m.  2007),1,-1.2840783862776102,40.778386962086834,39.49430857580922
597,597,Maria Ford,,,,,"Actress, Model, Professional Dancer",California,,,,,,,,
598,598,Deborah Foreman,1962-10-12,,,,"Actress, photographer, designer [1]","Montebello, California , U.S.",,,,,,,56.4857594611799,
599,599,Jodie Foster,1962-11-19,Alexandra Hedison  ( m.  2014),2,,"Actress, director, producer","Los Angeles, California , U.S.",1969-07-10,"Los Angeles ,  California , U.S.","Photographer, director, actress",Jodie Foster  ( m.  2014),,-6.639424491947131,56.38171899491434,49.742294502967205
600,600,Kimberly Foster,1961-07-06,,,,Actress,"Fort Smith, Arkansas , United States",,,,,,,57.75341040541558,
601,601,Meg Foster,1948-05-10,Stephen McHattie  (divorced),1,,Actress,"Reading, Pennsylvania , U.S.",,,,,,,70.90905357399537,
602,602,Sara Foster,1981-02-05,Tommy Haas  ( m.  2010),2,,Actress,"Los Angeles ,  California , U.S.",,,,,,,38.16642367741979,
603,603,Sutton Foster,1975-03-18,Christian Borle ( m.  2006;  div.  2010) Ted Griffin  ( m.  2014),1,Carnegie Mellon University,"Actress, singer, dancer","Statesboro, Georgia , U.S.",1973-10-01,"Pittsburgh ,  Pennsylvania , U.S.","Actor, singer, dancer",Sutton Foster ( m.  2006;  div.  2010),,1.4593044347248745,44.05566164945208,45.51496608417695
604,604,Jorja Fox,1968-07-07,,,,"Actress, producer, musician, songwriter","New York City , U.S.",,,,,,,50.74984428153898,
605,605,Megan Fox,1986-05-16,Brian Austin Green  ( m.   2010 ),3,,"Actress, model","Oak Ridge, Tennessee , U.S.",1973-07-15,"Los Angeles County, California , U.S.",Actor,Megan Fox  ( m.   2010 ),4,12.835308048762124,32.893214781959934,45.728522830722056
606,606,Vivica A. Fox,1964-07-30,Christopher Harvest ( m.  1998;  div.  2002),,,"Actress, producer","South Bend, Indiana , U.S.",,,,,,,54.68695455758845,
607,607,Anne Francis,1930-09-16,"Bamlet Lawrence Price, Jr. ( m.  1952;  div.  1955) Robert Abeloff ( m.  1960;  div.  1964)",2,,Actress,"Ossining, New York , U.S.",,,,,,,88.55760214104328,
608,608,Kay Francis,1905-01-13,"August 26, 1968 (1968-08-26)  (aged 63) New York City , U.S.",,,Actress,"Oklahoma City , Oklahoma Territory , U.S.",,,,,,,114.23095614557451,
609,609,Bonnie Franklin,1944-01-06,Ronald Sossi (1967–1970; divorced) Marvin Minoff  (1980–2009; his death),,,"Actress, director","Santa Monica, California , US",,,,,,,75.25137408707913,
610,610,Diane Franklin,,Ray De Laurentis (m. 1989),Olivia De Laurentis Nick De Laurentis,,"Actress, producer, model",,,,,,,,,
611,611,Kathleen Freeman,1919-02-17,Helen Ramsey (19??–2001) [1],,,"Actress, voice artist","Chicago, Illinois , U.S.",,,,,,,100.13621087359768,
612,612,Mona Freeman,1926-06-09,"
 Pat Nerney (1945–52; divorced); 1 child 
 H. Jack Ellis (1961–92; his death) 
",1,,"Actress, painter","Baltimore, Maryland , U.S.",,,,,,,92.82873707194535,
613,613,Kate French,1984-09-23,Jon Johnson (2010-present),Henry William Johnson (b.2013) Chapel DeFreine Johnson (b.2016),,Actress,"Flemington, New Jersey , U.S.",,,,,,,34.535958986153034,
614,614,Valerie French,1928-03-11,Michael Pertwee  (1952–1959) Thayer David  (1970–1975),,,Actress,"London ,  England ,  UK",,,,,,,91.07373868046572,
615,615,Lindsay Frost,1962-06-04,Rick Giolito 1988-present (2 children),Lucas Giolito  Casey Giolito,,Artist,"Los Angeles, California ,  U.S.",,,,,,,56.84168737208841,
616,616,Soleil Moon Frye,1976-08-06,Jason Goldberg  ( m.  1998),4,San Fernando Valley Professional School,"Actress, film director, screenwriter","Glendora, California , U.S.",,"Bel Air, Los Angeles, California , U.S.",Film and television producer,"Soleil Moon Frye  (October 25, 1998–present)",4,,42.667542796908904,
617,617,Isabelle Fuhrman,1997-02-25,,,"Stanford University, RADA",Actress,"Washington, D.C. , U.S.",,,,,,,22.111336988439188,
618,618,Annette Funicello,1942-10-22,Jack Gilardi ( m.  1965;  div.  1981) Glen Holt ( m.  1986; her death 2013),3,,"Actress, singer","Utica, New York , U.S.",,,,,,,76.45879107716107,
619,619,Eva Gabor,1919-02-11,"
 Eric Valdemar Drimmer ( m.  1937;  div.  1942) 
 Charles Isaacs ( m.  1943;  div.  1949) 
 John Elbert Williams ( m.  1956;  div.  1957) 
 Richard Brown ( m.  1959;  div.  1973) 
 Frank Gard Jameson, Sr. ( m.  1973;  div.  1983) 
",,,"Actress, businesswoman, socialite","Budapest ,  Hungarian Republic",,,,,,,100.1526383156396,
620,620,Zsa Zsa Gabor,1917-02-06,Westwood Village Memorial Park Cemetery [2],Francesca Hilton,,"Actress, socialite","Budapest ,  Austria-Hungary",1899-02-01,"Istanbul ,  Ottoman Empire",Politician,Zsa Zsa Gabor ( m.  1935;  div.  1941),Murat Belge,18.012690198977392,102.16499996577616,120.17769016475356
621,621,Jacqueline Gadsden,,,,,,,,,,,,,,
622,622,Rita Gam,1927-04-02,"
 Sidney Lumet ( m.  1949;  div.  1954) 
 Thomas Guinzburg ( m.  1956;  div.  1963) 
",2,,Actress,"Pittsburgh, Pennsylvania , U.S.",1924-06-25,"Philadelphia ,  Pennsylvania , U.S.","Director, producer, screenwriter, actor","April 9, 2011 (2011-04-09)  (aged 86) New York City , U.S.","2, including Jenny Lumet",2.768023984065381,92.01557869086976,94.78360267493514
623,623,Aimee Garcia,1978-11-28,,,,Actress,"Chicago ,  Illinois , U.S.",,,,,,,40.3567492830106,
624,624,Ava Gardner,1922-12-24,Mickey Rooney ( m.  1942;  div.  1943) Artie Shaw ( m.  1945;  div.  1946) Frank Sinatra ( m.  1951;  div.  1957),,Rock Ridge High School,"Actress, singer","Grabtown, North Carolina , U.S.",1920-09-23,"Brooklyn ,  New York , U.S.","Actor, vaudevillian, comedian, producer, radio personality",Ava Gardner ( m.  1942;  div.  1943) Betty Jane Phillips ( m.  1944;  div.  1949) Martha Vickers ( m.  1949;  div.  1951) Elaine Devry ( m.  1952;  div.  1958) Barbara Ann Thomason ( m.  1958; died 1966) Marge Lane ( m.  1966;  div.  1967) Carolyn Hockett ( m.  1969;  div.  1975) Jan Chamberlin ( m.  1978),"11, including Mickey, Tim, and Michael",2.2505595597445534,96.28671362177184,98.53727318151638
625,625,Beverly Garland,1926-10-17,"Bob Campbell (1945 divorced) Richard Garland (1951–53; divorced) Filmore Crank (1960–99, his death); 2 children",,,Actress,"Santa Cruz, California , U.S.",,,,,,,92.47280916103685,
626,626,Judy Garland,1922-06-10,"
 David Rose ( m.   1941 ;  div.  1944) 
 Vincente Minnelli ( m.   1945 ;  div.  1951) 
 Sidney Luft ( m.   1952 ;  div.   1965 ) 
 Mark Herron ( m.   1965 ;  div.  1969) 
 Mickey Deans  ( m.   1969 ) 
","Liza Minnelli ,  Lorna  and Joey Luft",,"
 Actress 
 singer 
 dancer 
 vaudevillian 
","Grand Rapids, Minnesota , U.S.",,,,,,,96.82608130214857,
627,627,Jennifer Garner,1972-04-17,"
 Scott Foley ( m.  2000;  div.  2004) 
 Ben Affleck ( m.  2005;  div.  2018) 
",3,George Washington High School,"
 Actress 
 film producer 
","Houston , Texas, U.S.",1972-07-15,"Kansas City, Kansas , U.S.","Actor, director, screenwriter",Jennifer Garner ( m.  2000;  div.  2004)     Marika Domińczyk    ( m.  2007),3,-0.24367372362197717,46.97153261189484,46.72785888827286
628,628,Julia Garner,1994-02-01,,,,"
 Actress 
 model 
","New York City , U.S.",,,,,,,25.177792836266317,
629,629,Kelli Garner,1984-04-11,,,,Actress,"Bakersfield, California , U.S.",,,,,,,34.98771364230614,
630,630,Peggy Ann Garner,1932-02-03,Richard Hayes ( m.  1951;  div.  1953)   Albert Salmi ( m.  1956;  div.  1963) Kenyon Foster Brown ( m.  1964;  div.  1968),1,,"Actress, Real estate agent,  Fleet car  executive","Canton, Ohio , US",,,,,,,87.17495910251408,
631,631,Teri Garr,1944-12-11,John O'Neil ( m.  1993;  div.  1996),1,,"Actress, Dancer","Lakewood, Ohio , U.S.",,,,,,,74.32048570470305,
632,632,Greer Garson,1904-09-29,Edward Snelson ( m.  1933;  div.  1943) Richard Ney ( m.  1943;  div.  1947) Buddy Fogelson ( m.  1949; died 1987),,,"Actress, singer, philanthropist","Manor Park ,  East Ham , Essex, England",,,,,,,114.5211742883153,
633,633,Jennie Garth,1972-04-03,Daniel B. Clark ( m.  1994;  div.  1996) Peter Facinelli ( m.  2001;  div.  2013) Dave Abrams ( m.  2015; separated 2017),3,,Actress,"Urbana, Illinois , U.S.",,,,,,,47.009863309992674,
634,634,Ana Gasteyer,1967-05-04,Charlie McKittrick,2,,"Actress, singer, comedian","Washington, D.C. , US",,,,,,,51.927144294544036,
635,635,Janina Gavankar,1980-11-29,Angelo Sotira  (2004–2010),,,"Actress, musician","Joliet, Illinois , U.S.",,,,,,,38.35260135389502,
636,636,Erica Gavin,1947-07-22,,,,Actress,"Los Angeles, California , US",,,,,,,71.711260327043,
637,637,Rebecca Gayheart,1971-08-12,Eric Dane ( m.  2004;  sep.  2018),2,,"Actress, model","Hazard ,  Kentucky , U.S.",1972-11-09,"San Francisco ,  California , U.S.",Actor,Rebecca Gayheart ( m.  2004;  sep.  2018),2,-1.2457476881797709,47.653271456634975,46.407523768455206
638,638,Sami Gayle,1996-01-22,,,,Actress,"Weston, Florida , U.S.",,,,,,,23.20649979123459,
639,639,Janet Gaynor,1906-10-06,"September 14, 1984 (1984-09-14)  (aged 77) Palm Springs, California , U.S.",1,San Francisco Polytechnic High School,Actress,"Germantown, Philadelphia , U.S.",,,,,,,112.50333682416476,
640,640,Mitzi Gaynor,1931-09-04,"Jack Bean (married 1954–2006, his death)",,,"Actress, dancer, entertainer","Chicago, Illinois , U.S.",,,,,,,87.59112096757633,
641,641,Barbara Bel Geddes,1922-10-31,Carl Sawyer (né Schreuer) ( m.  1944;  div.  1951) Windsor Lewis ( m.  1951; died 1972),,,Actress,"New York City , U.S.",,,,,,,96.43456060014921,
642,642,Sarah Michelle Gellar,1977-04-14,Freddie Prinze Jr.  ( m.  2002),2,,Actress producer entrepreneur,"New York City , U.S.",1976-03-08,"Los Angeles , California, U.S.",Actor,Sarah Michelle Gellar  ( m.   2002 ),2,1.10063861680938,41.98032813815479,43.080966754964166
643,643,Gladys George,1904-09-13,Ben Erway  (m. 1922–1930; divorced) Edward Fowler  (m. 1933–1935; divorced) Leonard Penn   (m. 1935–1944; divorced) Kenneth Bradley  (m. 1946–1950; divorced),,,Actress,"Patten, Maine , U.S.",,,,,,,114.56498080042711,
644,644,Lynda Day George,1944-12-11,Joseph Pantano (1963–1970; one son) Christopher George  (1970–1983; his death; one daughter) Doug Cronin (1990–2010; his death),,,,"San Marcos, Texas , U.S.",,,,,,,74.32048570470305,
645,645,Melissa George,1976-08-06,Claudio Dabed ( m.  2000;  div.  2011),2,,Actress,"Perth ,  Western Australia , Australia",,,,,,,42.667542796908904,
646,646,Lauren German,1978-11-29,,,,Actress,"Huntington Beach ,  California , U.S.",,,,,,,40.35401137600361,
647,647,Gina Gershon,1962-06-10,,,,"Actress, singer, author","Los Angeles ,  California , U.S.",,,,,,,56.82525993004648,
648,648,Jami Gertz,1965-10-28,Antony Ressler  ( m.  1989),3,,"Actress, professional sports investor","Chicago ,  Illinois , U.S.",1959-07-16,,,Jami Gertz  ( m.  1989),Oliver Jordan Ressler Nicholas Simon Ressler Theo Ressler,6.286234488045613,53.44120686940868,59.727441357454296
649,649,Greta Gerwig,1983-08-04,Noah Baumbach  (2011-present),1,,Actress playwright director screenwriter,"Sacramento, California , U.S.",,,,,,,35.674928301060255,
650,650,Estelle Getty,1923-07-25,Arthur Gettleman ( m.  1947; died 2004),2,,"Actress, comedian","New York City , U.S.",,,,,,,95.70353942928328,
651,651,Cynthia Gibb,1963-12-14,Scott Kramer (divorced),3,,"Actress, model, teacher","Bennington, Vermont , U.S.",,,,,,,55.31393526218882,
652,652,Kelli Giddish,1980-04-13,Lawrence Faulborn ( m.  2015),2,Forsyth Central High School,Actress,"Cumming ,  Georgia , U.S.",,,,,,,38.98231996550237,
653,653,Sara Gilbert,1975-01-29,Linda Perry  ( m.  2014),3,,Actress,"Santa Monica, California , U.S.",1965-04-15,"Springfield, Massachusetts , United States","Singer-songwriter ,  musician ,  Record producer",Sara Gilbert  ( m.  2014),1,9.790755456990903,44.18708118578753,53.97783664277843
654,654,Elizabeth Gillies,1993-07-26,,,,"
 Actress 
 singer 
","Haworth, New Jersey , U.S.",,,,,,,25.697995167594133,
655,655,Alexie Gilmore,1976-12-11,,,Theater major,Actress,"Manhattan ,  New York City ,  New York , United States",,,,,,,42.319828607021364,
656,656,Peri Gilpin,1961-05-27,Christian Vincent ( m.  1999),2,,"Actress, voice actress, producer","Waco, Texas , U.S.",,,,,,,57.86292668569512,
657,657,Annabeth Gish,1971-03-13,Wade Allen ( m.  2003),2,,Actress,"Albuquerque, New Mexico , United States",,,,,,,48.069433321697225,
658,658,Dorothy Gish,1898-03-11,James Rennie ( m.  1920;  div.  1935),,,"Actress, director, writer","Dayton, Ohio , U.S.",1889-04-18,"Toronto, Ontario , Canada",Stage and film actor,Dorothy Gish ( m.  1920;  div.  1935)   Sara Eldon McConnell ( m.  1939; his death 1965),,8.89545986570566,121.07298575603879,129.96844562174445
