,name,bday,name_sp,num_of_child,education,role,birthplace,bday_sp,birthplace_sp,role_sp,name_sp_sp,num_of_child_sp,age_diff,age,age_spouse,name_sp_cl,year_m,year_div,name_sp_sp_cl,year_m_sp,year_div_sp,num_of_child_cl,num_of_child_sp_cl,name_sp_cl.1,num_of_m,name_sp_sp_cl.1,num_of_m_sp,num_of_role,num_of_role_sp,geohash,geohash_sp,geo_distance,zodiac,zodiac_sp,sex,divorce,year_m_1,year_div_1,year_m_sp_1,year_div_sp_1,age_m_1,age_div_1,age_m_sp_1,age_div_sp_1
15340,David Hyde Pierce,1959-04-03,Brian Hargrove  ( m.  2008),,,"Actor, director","Saratoga Springs, New York, U.S.",1956-04-02,"Tarboro, North Carolina, U.S.","television writer, producer",David Hyde Pierce  ( m.  2008),,3.0007460796594043,60.09432089639076,63.095066976050155,['Brian Hargrove'],[2008],,['David Hyde Pierce'],[2008],,,,['Brian Hargrove'],1.0,['David Hyde Pierce'],1.0,2.0,3.0,dret0gp,dq2u5wu,5003530.0,3.0,3.0,M,0.0,2008.0,,2008.0,2008.0,49.0,,52.0,52.0
15341,Jeffrey Pierce,1971-12-13,Kirstin Pierce ( m.  2000),,,"Film director, actor, producer","Denver, Colorado, U.S.",,,,,,,47.39864610498505,,['Kirstin Pierce'],[2000],,,,,,,['Kirstin Pierce'],1.0,,,4.0,,9xj64fk,,,11.0,,M,0.0,2000.0,,,,29.0,,,
15347,Geoff Pierson,1949-06-16,"Catherine ""Kate"" Daly  ( m.  1971–1991) Carolyn ""Cali"" Timmins  ( m.  1998)",5,Fordham University (BA)Yale University (MFA),Actor,"Chicago, Illinois, U.S.",,,,,,,69.89055216739564,,"['Catherine ""Kate"" Daly', 'Carolyn ""Cali"" Timmins']","[1971, 1998]",,,,,5.0,,"['Catherine ""Kate"" Daly', 'Carolyn ""Cali"" Timmins']",2.0,,,1.0,,dp3wjzt,,,5.0,,M,1.0,1971.0,,,,22.0,,,
15350,Mitch Pileggi,,Debbie Andrews ( m.  1978;  div.  1984) Arlene Warren  ( m.  1996),1,,,"Portland, Oregon, U.S.",,,,,,,,,"['Debbie Andrews', 'Arlene Warren']","[1978, 1996]",[1984],,,,1.0,,"['Debbie Andrews', 'Arlene Warren']",2.0,,,,,c20fbmg,,,,,M,1.0,1978.0,1984.0,,,,,,
15356,Larry Pine,1945-03-03,Margaret Rachlin ( m.  1969),1,University of North Texas (BA)New York University (MFA),Actor,"Tucson, Arizona, U.S.",,,,,,,74.17811454033964,,['Margaret Rachlin'],[1969],,,,,1.0,,['Margaret Rachlin'],1.0,,,1.0,,9t9p69y,,,2.0,,M,0.0,1969.0,,,,24.0,,,
15358,Robert Pine,1941-07-10,Gwynne Gilford  ( m.   1969 ),"2, including Chris Pine",,Actor,"New York City, New York, U.S.",1946-07-27,"Los Angeles, California, U.S.","Actress (former),  psychotherapist (current)",Robert Pine  ( m.   1969 ),"2, including Chris Pine",-5.045962613879818,77.82500667364833,72.77904405976851,['Gwynne Gilford'],[1969],,['Robert Pine'],[1969],,2.0,2.0,['Gwynne Gilford'],1.0,['Robert Pine'],1.0,1.0,4.0,dr5regw,9q5ctr1,20000000.0,6.0,7.0,M,0.0,1969.0,,1969.0,1969.0,28.0,,23.0,23.0
15366,Joe Piscopo,1951-06-17,Nancy Jones ( m.  1973–1988) Kimberly Driscoll ( m.  1997–2006),4,Jones College (BA),"Actor, comedian","Passaic, New Jersey, U.S.",,,,,,,67.88914214528704,,"['Nancy Jones', 'Kimberly Driscoll']","[1973, 1997]",,,,,4.0,,"['Nancy Jones', 'Kimberly Driscoll']",2.0,,,2.0,,dr723jt,,,5.0,,M,1.0,1973.0,,,,22.0,,,
15367,Gino Piserchio,1944-09-05,Gillian Spreckels Fuller ( m.  1972;  div.  1975),,Livingston High School,"Actor, composer, musician","Orange, New Jersey, U.S.",,,,,,,74.6681998945906,,['Gillian Spreckels Fuller'],[1972],[1975],,,,,,['Gillian Spreckels Fuller'],1.0,,,3.0,,dr5pyy1,,,8.0,,M,1.0,1972.0,1975.0,,,28.0,31.0,,
15370,Brad Pitt,1963-12-18,Jennifer Aniston ( m.  2000;  div.  2005) Angelina Jolie ( m.  2014;  div.  2019),6,,Actorfilm producer,"Shawnee, Oklahoma, U.S.",1969-02-11,"Sherman Oaks, California, U.S.",Actressfilm producerbusinesswoman,Brad Pitt ( m.  2000;  div.  2005) Justin Theroux ( m.  2015;  sep.  2017),,-5.152740987152371,55.385120844370526,50.23237985721815,"['Jennifer Aniston', 'Angelina Jolie']","[2000, 2014]","[2005, 2019]","['Brad Pitt', 'Justin Theroux']","[2000, 2015]","[2005, 2017]",6.0,,"['Jennifer Aniston', 'Angelina Jolie']",2.0,"['Brad Pitt', 'Justin Theroux']",2.0,2.0,2.0,9y70frj,9q5f28d,5003530.0,11.0,1.0,M,1.0,2000.0,2005.0,2000.0,2000.0,37.0,42.0,31.0,31.0
15381,Edward Platt,1916-02-14,Suzanne Belcher ( m.  1954; his death 1974),4,,,"Staten Island, New York, U.S.",,,,,,,103.2273078844877,,['Suzanne Belcher'],[1954],,,,,4.0,,['Suzanne Belcher'],1.0,,,,,dr5qbem,,,1.0,,M,0.0,1954.0,,,,38.0,,,
15382,Howard Platt,1938-06-05,Alice Marugg ( m.  1969;  div.  1978) Gloria Parker  ( m.  1998),,,"Actor, television director, writer","Chicago, Illinois, U.S.",,,,,,,80.92157949855233,,"['Alice Marugg', 'Gloria Parker']","[1969, 1998]",[1978],,,,,,"['Alice Marugg', 'Gloria Parker']",2.0,,,4.0,,dp3wjzt,,,5.0,,M,1.0,1969.0,1978.0,,,31.0,40.0,,
15384,Oliver Platt,1960-01-12,Camilla Campbell ( m.  1992),3,,Actor,"Windsor, Ontario, Canada",,,,,,,59.31675530640602,,['Camilla Campbell'],[1992],,,,,3.0,,['Camilla Campbell'],1.0,,,1.0,,dpsbwrn,,,0.0,,M,0.0,1992.0,,,,32.0,,,
15399,Sidney Poitier,1927-02-20,Juanita Hardy  ( m.  1950–1965) Joanna Shimkus  ( m.  1976),"6, including Sydney Tamiia Poitier",,"Actor, director, author, diplomat","Miami, Florida, U.S.",,,,,,,92.20997008836595,,"['Juanita Hardy', 'Joanna Shimkus']","[1950, 1976]",,,,,6.0,,"['Juanita Hardy', 'Joanna Shimkus']",2.0,,,4.0,,dhwfx1y,,,2.0,,M,1.0,1950.0,,,,23.0,,,
15400,Kristoffer Polaha,1977-02-18,Julianne Morris  ( m.  2003),3,,Actor,"Reno, Nevada",1968-05-08,"Columbia, South Carolina",Actress,Kristoffer Polaha  ( m.   2003 ),3,8.783205678419133,42.21305023374881,50.99625591216794,['Julianne Morris'],[2003],,['Kristoffer Polaha'],[2003],,3.0,3.0,['Julianne Morris'],1.0,['Kristoffer Polaha'],1.0,1.0,1.0,9r4bcs4,dnn3kj8,20000000.0,2.0,4.0,M,0.0,2003.0,,2003.0,2003.0,26.0,,35.0,35.0
15404,Jon Polito,1950-12-29,Darryl Armbruster ( m.  2015),,,ActorVoice Actor,"Philadelphia, Pennsylvania, U.S.",,,,,,,68.35458633647508,,['Darryl Armbruster'],[2015],,,,,,,['Darryl Armbruster'],1.0,,,2.0,,dr4e394,,,0.0,,M,0.0,2015.0,,,,65.0,,,
15409,Sydney Pollack,1934-07-01,Claire Bradley Griswold  ( m.  1958),3,,"Actor, producer, director","Lafayette, Indiana, U.S.",,,,,,,84.85047605358083,,['Claire Bradley Griswold'],[1958],,,,,3.0,,['Claire Bradley Griswold'],1.0,,,3.0,,dp4jzje,,,6.0,,M,0.0,1958.0,,,,24.0,,,
15410,Kevin Pollak,1957-10-30,Lucy Webb ( m.  1995;  div.  2008),2[citation needed],,"Actor, comedian, impressionist","San Francisco, California, U.S.",,,,,,,61.518032540024784,,['Lucy Webb'],[1995],[2008],,,,2.0,,['Lucy Webb'],1.0,,,3.0,,9q8yyk8,,,10.0,,M,1.0,1995.0,2008.0,,,38.0,51.0,,
15413,Harry A. Pollard,1879-01-23,Margarita Fischer  (m.1911),,,,"Republic, Kansas, U.S.",,,,,,,140.28487922407714,,['Margarita Fischer'],[1911],,,,,,,['Margarita Fischer'],1.0,,,,,9z47n5b,,,1.0,,M,0.0,1911.0,,,,32.0,,,
15414,Michael J. Pollard,1939-05-30,Beth Howland ( m.  1961;  div.  1969),1,,Actor,"Passaic, New Jersey, U.S.",1941-05-28,"Boston, Massachusetts, U.S.",Actress,"
 Michael J. Pollard ( m.  1961; divorce 1969) 
 Charles Kimbrough ( m.  2002; her death 2015) 
",1 daughter,-1.9959342080946216,79.93867088304346,77.94273667494883,['Beth Howland'],[1961],[1969],"['Michael J Pollard', 'Charles Kimbrough']","[1961, 2002]",[1969],1.0,1.0,['Beth Howland'],1.0,"['Michael J Pollard', 'Charles Kimbrough']",2.0,1.0,1.0,dr723jt,drt2zp2,625441.0,5.0,5.0,M,1.0,1961.0,1969.0,1961.0,1961.0,22.0,30.0,20.0,20.0
15422,James Ponsoldt,,Megan Lane Hollaway (m. 2010) [1],,"Yale University (BA)Columbia University (MFA)University of California, Los Angeles (GrDip)","Film director, screenwriter","Athens, Georgia, U.S.",,,,,,,,,['Megan Lane Hollaway'],[2010],,,,,,,['Megan Lane Hollaway'],1.0,,,3.0,,dnh9phu,,,,,M,0.0,2010.0,,,,,,,
15425,Matthew Porretta,1965-05-29,Gleice ( m.  2012–2014),2,,Actor,"Darien, Connecticut, U.S.",,,,,,,53.939505944680604,,['Gleice'],[2012],,,,,2.0,,['Gleice'],1.0,,,1.0,,dr7c8jv,,,5.0,,M,1.0,2012.0,,,,47.0,,,
15426,Billy Porter,1969-09-21,Adam Smith ( m.  2017),,"
Carnegie Mellon University (BFA)
University of California, Los Angeles (GrDip)
","Pop singer, actor, performer, vocal coach","Pittsburgh, Pennsylvania, U.S.",,,,,,,49.6245645016667,,['Adam Smith'],[2017],,,,,,,['Adam Smith'],1.0,,,6.0,,dppn59u,,,8.0,,M,0.0,2017.0,,,,48.0,,,
15427,Don Porter,1912-09-24,Peggy Converse  ( m.  1944),,,Actor,"Miami, Oklahoma, U.S.",,,,,,,106.61683675913947,,['Peggy Converse'],[1944],,,,,,,['Peggy Converse'],1.0,,,1.0,,9ys9c0b,,,9.0,,M,0.0,1944.0,,,,32.0,,,
15428,Scott Porter,1979-07-14,Kelsey Mayfield ( m.  2013),2,,Actor,"Omaha, Nebraska, U.S.",,,,,,,39.814643695626884,,['Kelsey Mayfield'],[2013],,,,,2.0,,['Kelsey Mayfield'],1.0,,,1.0,,9z7f8yw,,,6.0,,M,0.0,2013.0,,,,34.0,,,
15431,John Posey,1956-02-07,Cyndi Garcia Posey ( m.  1991; died 2014),"3, including Tyler Posey",,"Actor, writer","Hartford, Connecticut, U.S.",,,,,,,63.24565186143454,,['Cyndi Garcia Posey'],[1991],,,,,3.0,,['Cyndi Garcia Posey'],1.0,,,2.0,,drkmd70,,,1.0,,M,0.0,1991.0,,,,35.0,,,
15435,Tom Poston,1921-10-17,"
 Jean Sullivan ( m.  1955;  div.  1968) 
 Kay Hudson ( m.  1968;  div.  1975) ( m.  1980; died 1998) 
 Suzanne Pleshette  ( m.  2001) 
",,,Actor,"Columbus, Ohio, United States",1923-05-26,"Logan, Utah, U.S.",Actress,Tom Poston ( m.  1955;  div.  1968),1,-1.6044135060952656,97.55436456600752,95.94995105991224,"['Jean Sullivan', 'Kay Hudson', '', 'Suzanne Pleshette']","[1955, 1968, 1980, 2001]","[1968, 1975]",['Tom Poston'],[1955],[1968],,1.0,"['Jean Sullivan', 'Kay Hudson', '', 'Suzanne Pleshette']",4.0,['Tom Poston'],1.0,1.0,1.0,dphgr6d,9x2mrjv,20000000.0,9.0,5.0,M,1.0,1955.0,1968.0,1955.0,1955.0,34.0,47.0,32.0,32.0
15438,Mark Povinelli,1971-08-09,Heather Davis (m. 2001),2,,"Actor, social activist","Elyria, Ohio, U.S.",,,,,,,47.7436223878656,,['Heather Davis'],[2001],,,,,2.0,,['Heather Davis'],1.0,,,3.0,,dpme7dg,,,7.0,,M,0.0,2001.0,,,,30.0,,,
15439,Addison Powell,1921-02-23,Bunnie Rowley ( m.  1950; died 1995),3,Boston University (BA)Yale University (MFA),Actor,"Belmont, Massachusetts, U.S.",,,,,,,98.2005106196568,,['Bunnie Rowley'],[1950],,,,,3.0,,['Bunnie Rowley'],1.0,,,1.0,,drt3hmf,,,2.0,,M,0.0,1950.0,,,,29.0,,,
15446,Paul Powell,1881-09-06,Valerie Smith ( m.  1903–1944),1,,"Journalist, director, producer, screenwriter and actor","Peoria, Illinois, U.S.",,,,,,,137.66470221838915,,['Valerie Smith'],[1903],,,,,1.0,,['Valerie Smith'],1.0,,,6.0,,dp0r925,,,8.0,,M,1.0,1903.0,,,,22.0,,,
15448,William Powell,1892-07-29,Eileen Wilson ( m.  1915;  div.  1930) Carole Lombard ( m.  1931;  div.  1933) Diana Lewis  ( m.  1940),William David Powell,,Actor,"Pittsburgh, Pennsylvania, U.S.",,,,,,,126.77057023758188,,"['Eileen Wilson', 'Carole Lombard', 'Diana Lewis']","[1915, 1931, 1940]","[1930, 1933]",,,,,,"['Eileen Wilson', 'Carole Lombard', 'Diana Lewis']",3.0,,,1.0,,dppn59u,,,7.0,,M,1.0,1915.0,1930.0,,,23.0,38.0,,
15450,Tyrone Power,1914-05-05,Annabella ( m.  1939;  div.  1948)   Linda Christian ( m.  1949;  div.  1956) Deborah Ann Minardos ( m.  1958; his death 1958),Romina PowerTaryn PowerTyrone Power Jr.,,Actor,"Cincinnati, Ohio, United States",1907-07-14,"La Varenne Saint Hilaire, France",Actress,Albert Sorre ( m.  1930; his death 1932) Jean Murat ( m.  1934;  div.  1938) Tyrone Power ( m.  1939;  div.  1948),Anne Power (1928–2011)[1],6.8091747263804185,105.00694743903023,111.81612216541063,"['Annabella', 'Linda Christian', 'Deborah Ann Minardos']","[1939, 1949, 1958]","[1948, 1956]","['Albert Sorre', 'Jean Murat', 'Tyrone Power']","[1930, 1934, 1939]","[1938, 1948]",,,"['Annabella', 'Linda Christian', 'Deborah Ann Minardos']",3.0,"['Albert Sorre', 'Jean Murat', 'Tyrone Power']",3.0,1.0,1.0,dngykys,u09v96b,20000000.0,4.0,6.0,M,1.0,1939.0,1948.0,1930.0,1930.0,25.0,34.0,23.0,23.0
15452,Ben Powers,1950-07-05,Julia Harper ( m.  1981; died 2012),4,Rhode Island School of Design,Actor,"Brooklyn, New York City, U.S.",,,,,,,68.83919587671204,,['Julia Harper'],[1981],,,,,4.0,,['Julia Harper'],1.0,,,1.0,,dr5rmm5,,,6.0,,M,0.0,1981.0,,,,31.0,,,
15455,Chris Pratt,1979-06-21,Anna Faris ( m.  2009;  div.  2018),1,,Actor,"Virginia, Minnesota, U.S.",1976-11-29,"Baltimore, Maryland, U.S.","Actress, producer, author, podcaster",Ben Indra ( m.  2004;  div.  2008) Chris Pratt ( m.  2009;  div.  2018),1,2.5572051445272663,39.87761555678761,42.434820701314884,['Anna Faris'],[2009],[2018],"['Ben Indra', 'Chris Pratt']","[2004, 2009]","[2008, 2018]",1.0,1.0,['Anna Faris'],1.0,"['Ben Indra', 'Chris Pratt']",2.0,1.0,4.0,cbqnq72,dqcx88s,20000000.0,6.0,11.0,M,1.0,2009.0,2018.0,2004.0,2004.0,30.0,39.0,28.0,28.0
15457,Judson Pratt,1916-12-06,Roberta Jonay ( m.  1950–1976) ; her death,2,,Actor,"Hingham, Massachusetts",,,,,,,102.41688741041912,,['Roberta Jonay'],[1950],,,,,2.0,,['Roberta Jonay'],1.0,,,1.0,,drt86cg,,,11.0,,M,1.0,1950.0,,,,34.0,,,
15460,Otto Preminger,1905-12-05,Marion Mill ( m.  1932–1949)  (d.1972) Mary Gardner ( m.  1951–1959)  (d.1998) Hope Bryce ( m.  1971–1986)    (his death) ,,,"Film director, producer, actor","Wiznitz, Austria-Hungary  (present-day Vyzhnytsia, Ukraine) ",,,,,,,113.42053567150593,,"['Marion Mill', '', 'Mary Gardner']","[1932, 1951, 1971]",,,,,,,"['Marion Mill', '', 'Mary Gardner']",3.0,,,4.0,,u89ft2h,,,11.0,,M,1.0,1932.0,,,,27.0,,,
15465,Elvis Presley,1935-01-08,Priscilla Presley ( m.  1967;  div.  1973),Lisa Marie Presley,,"Singer, actor","Tupelo, Mississippi, U.S.",1945-05-24,"Brooklyn, New York City, U.S.","Actress, businesswoman",Elvis Presley ( m.  1967;  div.  1973),Lisa Marie PresleyNavarone Garibaldi,-10.373929649479457,84.32753581524605,73.95360616576656,['Priscilla Presley'],[1967],[1973],['Elvis Presley'],[1967],[1973],,,['Priscilla Presley'],1.0,['Elvis Presley'],1.0,2.0,2.0,dn0fvs2,dr5rmm5,5003530.0,0.0,5.0,M,1.0,1967.0,1973.0,1967.0,1967.0,32.0,38.0,22.0,22.0
15466,Harve Presnell,1933-09-14,Sheryl Mae Green ( m.  1957;  div.  1966) Veeva Suzanne Hamblen ( m.  1966),6[1],,Film and television actor; musical theatre and opera singer,"Modesto, California, U.S.",,,,,,,85.64446908560753,,"['Sheryl Mae Green', 'Veeva Suzanne Hamblen']","[1957, 1966]",[1966],,,,,,"['Sheryl Mae Green', 'Veeva Suzanne Hamblen']",2.0,,,9.0,,9q9yneu,,,8.0,,M,1.0,1957.0,1966.0,,,24.0,33.0,,
15467,Lawrence Pressman,1939-07-10,Lanna Saunders ( m.  1973; died 2007),David Pressman (b. 1965),,Actor,"Cynthiana, Kentucky, U.S.",1941-12-22,"New York City, New York, U.S.",,Lawrence Pressman  (1973-2007; her death) (1 child),David Pressman (b. 1965),-2.453164678261704,79.82641669575695,77.37325201749523,['Lanna Saunders'],[1973],,,,,,,['Lanna Saunders'],1.0,,,1.0,,dnu43uf,dr5regw,5003530.0,6.0,0.0,M,0.0,1973.0,,,,34.0,,,
15469,J. A. Preston,1932-11-13,Merilyn Alsop ( m.  1957;  div.  1972),3,North Carolina College,,"Washington, D.C., U.S.",,,,,,,86.47953072273899,,['Merilyn Alsop'],[1957],[1972],,,,3.0,,['Merilyn Alsop'],1.0,,,,,dqcjqfz,,,10.0,,M,1.0,1957.0,1972.0,,,25.0,40.0,,
15471,Robert Preston,1918-06-08,Catherine Craig  ( m.  1940),,,"Actor, singer","Newton, Massachusetts, U.S.",1915-01-18,"Bloomington, Indiana",Actress,Robert Preston ( m.  1940; (His death. 1987),,3.386790967644784,100.9137764635824,104.30056743122721,['Catherine Craig'],[1940],,['Robert Preston'],[1940],,,,['Catherine Craig'],1.0,['Robert Preston'],1.0,2.0,1.0,drt2ge5,dnfqz1c,5003530.0,5.0,0.0,M,0.0,1940.0,,1940.0,1940.0,22.0,,25.0,25.0
15472,Wayde Preston,1929-09-10,Carol Ohmart  (m. 1956-1958),,,Actor: Colt .45,"Denver, Colorado, United States",,,,,,,89.65550285084566,,['Carol Ohmart'],[1956],,,,,,,['Carol Ohmart'],1.0,,,3.0,,9xj64fk,,,8.0,,M,0.0,1956.0,,,,27.0,,,
15479,Jason Priestley,1969-08-28,Naomi Lowde-Priestley ( m.  2005),2,,"Actor, director","North Vancouver, British Columbia, Canada",,,,,,,49.690274269834426,,['Naomi Lowde Priestley'],[2005],,,,,2.0,,['Naomi Lowde Priestley'],1.0,,,2.0,,c2b2x6m,,,8.0,,M,0.0,2005.0,,,,36.0,,,
15480,Prince,1958-06-07,Mayte Garcia ( m.  1996;  div.  2000) Manuela Testolini ( m.  2001;  div.  2006),1,,"
Singer
songwriter
musician
record producer
actor
filmmaker
","Minneapolis, Minnesota, U.S.",1973-11-12,"Fort Rucker, Alabama, U.S.",dancersingeractressanimal activist,Prince ( m.   1996 ;  div.  2000),2,-15.433581798394215,60.91569299848731,45.4821112000931,"['Mayte Garcia', 'Manuela Testolini']","[1996, 2001]","[2000, 2006]",['Prince'],[1996],[2000],1.0,2.0,"['Mayte Garcia', 'Manuela Testolini']",2.0,['Prince'],1.0,7.0,2.0,9zvxvey,dje433r,20000000.0,5.0,10.0,M,1.0,1996.0,2000.0,1996.0,1996.0,38.0,42.0,23.0,23.0
15481,Jonathan Prince,1958-08-16,Julie Warner   (m. 1995) - Divorced,1,,"Actor, director, screenwriter, movie producer","Beverly Hills, California",,,,,,,60.724039507998114,,['Julie Warner'],[1995],,,,,1.0,,['Julie Warner'],1.0,,,5.0,,9q5ccdz,,,7.0,,M,0.0,1995.0,,,,37.0,,,
15482,William Prince,1913-01-26,Dorothy Hause ( m.  1934;  div.  1964)   Augusta Dabney ( m.  1964; his death 1996),4,,Actor,"Nichols, New York, U.S.",,,,,,,106.2773362902729,,"['Dorothy Hause', 'Augusta Dabney']","[1934, 1964]",[1964],,,,4.0,,"['Dorothy Hause', 'Augusta Dabney']",2.0,,,1.0,,dr3xn1z,,,1.0,,M,1.0,1934.0,1964.0,,,21.0,51.0,,
15485,Freddie Prinze Jr.,1976-03-08,Sarah Michelle Gellar  ( m.   2002 ),2,La Cueva High School,Actor,"Los Angeles, California, U.S.",1977-04-14,"New York City, U.S.",Actressproducerentrepreneur,Freddie Prinze Jr.  ( m.  2002),2,-1.1006386168093798,43.163103965173825,42.06246534836444,['Sarah Michelle Gellar'],[2002],,['Freddie Prinze Jr'],[2002],,2.0,2.0,['Sarah Michelle Gellar'],1.0,['Freddie Prinze Jr'],1.0,1.0,1.0,9q5ctr1,dr5regw,20000000.0,2.0,3.0,M,0.0,2002.0,,2002.0,2002.0,26.0,,25.0,25.0
15486,Ted Prior,1959-08-09,Raye Hollitt  ( m.  1990–1992),4,,"
Actor
producer
bodybuilder
model
","Newark, New Jersey, United States",1964-04-17,"Wilkes-Barre, Pennsylvania","Bodybuilder, actress",Ted Prior,,-4.690034702971314,59.74386879949624,55.05383409652491,['Raye Hollitt'],[1990],,,,,4.0,,['Raye Hollitt'],1.0,,,4.0,2.0,dr5r8pt,dr649k8,625441.0,7.0,3.0,M,1.0,1990.0,,,,31.0,,,
15494,Robert Prosky,1930-12-13,Ida Hove ( m.  1960),"3, including John Prosky",,Actor,"Philadelphia, Pennsylvania, U.S.",,,,,,,88.39880353463795,,['Ida Hove'],[1960],,,,,3.0,,['Ida Hove'],1.0,,,1.0,,dr4e394,,,11.0,,M,0.0,1960.0,,,,30.0,,,
15498,Harold Pruett,1969-04-13,Jennifer Cattell ( m.  2001; his death 2002),1,,Actor,"Anchorage, Alaska",,,,,,,50.06536752979185,,['Jennifer Cattell'],[2001],,,,,1.0,,['Jennifer Cattell'],1.0,,,1.0,,bdvkkbm,,,3.0,,M,0.0,2001.0,,,,32.0,,,
15500,Nicholas Pryor,1935-01-28,Christine Belford  ( m.  1993),,,Actor,"Baltimore, Maryland, U.S.",1949-01-14,"Amityville, New York, U.S.",Actress,Nicholas Pryor  ( m.  1993),,-13.963325735641387,84.27277767510627,70.30945193946488,['Christine Belford'],[1993],,['Nicholas Pryor'],[1993],,,,['Christine Belford'],1.0,['Nicholas Pryor'],1.0,1.0,1.0,dqcx88s,dr5z3m7,5003530.0,1.0,0.0,M,0.0,1993.0,,1993.0,1993.0,58.0,,44.0,44.0
15503,Danny Pudi,1979-03-10,Bridget Showalter ( m.  2004),2,,Actor,"Chicago, Illinois, U.S.",,,,,,,40.15961997850743,,['Bridget Showalter'],[2004],,,,,2.0,,['Bridget Showalter'],1.0,,,1.0,,dp3wjzt,,,2.0,,M,0.0,2004.0,,,,25.0,,,
15506,Bobby Pulido,1973-04-25,Eliza Anzaldua ( m.  1996;  div.  2013),3,,"
Singer
songwriter
actor
","Edinburg, Texas, U.S.",,,,,,,46.03243050849778,,['Eliza Anzaldua'],[1996],[2013],,,,3.0,,['Eliza Anzaldua'],1.0,,,3.0,,9udjwhp,,,4.0,,M,1.0,1996.0,2013.0,,,23.0,40.0,,
15507,Bill Pullman,1953-12-17,Tamara Hurwitz ( m.  1987),3; including Lewis Pullman,,Actor,"Hornell, New York, U.S.",,,,,,,65.38669514089953,,['Tamara Hurwitz'],[1987],,,,,3.0,,['Tamara Hurwitz'],1.0,,,1.0,,dr8bbc8,,,11.0,,M,0.0,1987.0,,,,34.0,,,
15516,Dennis Quaid,1954-04-09,P. J. Soles ( m.  1978;  div.  1983) Meg Ryan ( m.  1991;  div.  2001) Kimberly Buffington ( m.  2004;  div.  2018),"3, including Jack Quaid",,"
Actor
producer
director
singer
writer
","Houston, Texas, U.S.",1950-07-17,"Frankfurt, Germany",Actress,J. Steven Soles ( m.  1973;  div.  1975) Dennis Quaid ( m.  1978;  div.  1983) Skip Holm ( m.  1983;  div.  1998),2,3.7290293435183473,65.07731164910984,68.80634099262818,"['P J Soles', 'Meg Ryan', 'Kimberly Buffington']","[1978, 1991, 2004]","[1983, 2001, 2018]","['J Steven Soles', 'Dennis Quaid', 'Skip Holm']","[1973, 1978, 1983]","[1975, 1983, 1998]",3.0,2.0,"['P J Soles', 'Meg Ryan', 'Kimberly Buffington']",3.0,"['J Steven Soles', 'Dennis Quaid', 'Skip Holm']",3.0,5.0,1.0,9vk1mc9,u0yjjd6,20000000.0,3.0,6.0,M,1.0,1978.0,1983.0,1973.0,1973.0,24.0,29.0,23.0,23.0
15524,Steven Michael Quezada,1963-02-15,Cherise Desiree Quezada ( m.  2007),4,,"Actor, comedian, producer, writer, school board member, county commissioner","Albuquerque, New Mexico, U.S.",,,,,,,56.222920388508996,,['Cherise Desiree Quezada'],[2007],,,,,4.0,,['Cherise Desiree Quezada'],1.0,,,9.0,,9whpt4g,,,1.0,,M,0.0,2007.0,,,,44.0,,,
15529,Don Quine,1938-09-11,Carol Kane ( m.  1959;  div.  1966) Judy Balaban ( m.  1970;  div.  1996) Sharon Ann Quine ( m.  2014),3,,"Actor, Writer, Novelist, Founder: Professional Karate Association (PKA)","Fennville, Michigan, U.S.",,,,,,,80.65326461186746,,"['Carol Kane', 'Judy Balaban', 'Sharon Ann Quine']","[1959, 1970, 2014]","[1966, 1996]",,,,3.0,,"['Carol Kane', 'Judy Balaban', 'Sharon Ann Quine']",3.0,,,8.0,,dpdf29y,,,8.0,,M,1.0,1959.0,1966.0,,,21.0,28.0,,
15530,Richard Quine,1920-11-12,Susan Peters ( m.  1943;  div.  1948) Barbara Bushman ( m.  1951;  div.  1960) Fran Jeffries ( m.  1965;  div.  1970) Diana Balfour  ( m.  1977),3,,"Actor, director","Detroit, Michigan, U.S.",1921-07-03,"Spokane, Washington, U.S.",,Richard Quine ( m.  1943;  div.  1948),1,-0.6379323326283223,98.48251504137664,97.84458270874828,"['Susan Peters', 'Barbara Bushman', 'Fran Jeffries', 'Diana Balfour']","[1943, 1951, 1965, 1977]","[1948, 1960, 1970]",['Richard Quine'],[1943],[1948],3.0,1.0,"['Susan Peters', 'Barbara Bushman', 'Fran Jeffries', 'Diana Balfour']",4.0,['Richard Quine'],1.0,2.0,,dpsby4p,c2krpuh,20000000.0,10.0,6.0,M,1.0,1943.0,1948.0,1943.0,1943.0,23.0,28.0,22.0,22.0
15532,Aidan Quinn,1959-03-08,Elizabeth Bracco  ( m.   1987 ),2,,Actor,"Rockford, Illinois, U.S.",1957-11-05,"Bay Ridge, Brooklyn, New York",Actress,Aidan Quinn  ( m.  1987),2,1.3360986194103917,60.16550647857245,61.50160509798285,['Elizabeth Bracco'],[1987],,['Aidan Quinn'],[1987],,2.0,2.0,['Elizabeth Bracco'],1.0,['Aidan Quinn'],1.0,1.0,1.0,dp88kx5,dr5r57v,5003530.0,2.0,10.0,M,0.0,1987.0,,1987.0,1987.0,28.0,,30.0,30.0
